energy	cross_section
12.809	0.94222
12.813	0.945907
12.85	0.978385
12.9	0.997759
12.95	0.96972
13	0.925019
13.05	0.902178
13.1	0.909346
13.15	0.925754
13.2	0.930519
13.2247	0.927871
13.2247	0.92787
13.227	0.927641
13.3	0.922663
13.318	0.924486
13.3204	0.924866
13.3204	0.924867
13.4	0.937359
13.5	0.958228
13.6	0.963733
13.602	0.964074
13.6032	0.964293
13.6032	0.964295
13.61	0.965557
13.62	0.968028
13.63	0.971406
13.64	0.975706
13.65	0.980213
13.66	0.984791
13.67	0.989377
13.68	0.993916
13.69	0.998406
13.7	1.00286
13.71	1.00701
13.72	1.0111
13.73	1.01511
13.74	1.01723
13.75	1.01239
13.76	1.00511
13.77	1.00078
13.78	1.00249
13.785	1.00471
13.7866	1.00559
13.7867	1.0056
13.79	1.00731
13.8	1.01236
13.81	1.01494
13.82	1.0127
13.83	1.00866
13.84	1.00437
13.85	1.00048
13.86	0.997268
13.87	0.994117
13.88	0.990977
13.89	0.987857
13.9	0.984761
13.95	0.969375
13.979	0.960764
13.9795	0.9606
14	0.953867
14.1	0.952157
14.2	0.96116
14.298	0.97141
14.2984	0.971456
14.3	0.971631
14.4	0.982913
14.5	1.00372
14.6	1.02911
14.617	1.03377
14.6173	1.03386
14.7	1.05634
14.8	1.0788
14.9	1.09945
14.936	1.10745
14.9363	1.1075
15	1.12119
15.02	1.12201
15.04	1.11774
15.1	1.08984
15.2	1.01269
15.255	0.982511
15.2552	0.982446
15.3	0.967105
15.4	0.937535
15.5	0.952383
15.574	0.963208
15.5741	0.963224
15.6	0.966574
15.7	0.971951
15.8	0.968355
15.893	0.952036
15.893	0.952027
15.9	0.950458
16	0.915635
16.1	0.921112
16.2	0.942605
16.212	0.945716
16.3	0.970413
16.4	0.978982
16.5	0.961488
16.531	0.952577
16.6	0.94052
16.7	0.943825
16.8	0.965472
16.85	0.979001
17	1.03014
17.1	1.05523
17.168	1.07588
17.1687	1.07605
17.2	1.08344
17.3	1.09328
17.4	1.09466
17.487	1.09044
17.4877	1.0904
17.5	1.08967
17.6	1.08478
17.7	1.08224
17.8	1.08188
17.806	1.08187
17.8066	1.08184
18	1.07243
18.1	1.06051
18.125	1.05813
18.1255	1.05808
18.2	1.05167
18.3	1.04266
18.4	1.03619
18.444	1.03376
18.4444	1.03375
18.5	1.03327
18.6	1.03735
18.7	1.04465
18.763	1.05336
18.7633	1.0534
18.8	1.05805
18.9	1.07165
19	1.07692
19.082	1.06888
19.0823	1.06884
19.1	1.06646
19.2	1.05258
19.3	1.04108
19.4	1.02707
19.401	1.02692
19.4012	1.02689
19.5	1.01419
19.6	1.01175
19.7	1.01252
19.72	1.01308
19.7201	1.01308
19.8	1.01451
20	1.02007
